RecordType,Survey,Country,Institute,Campaign,SurveyPeriod,Ship,Gear,GearDeployment,MeshSize,MeshType,CodendMesh,StationNumber,HaulID,ELHaulFlag,NationalHaulID,Day,Month,Year,Hour,Minute,StartLatitude,StartLongitude,HaulDurationMinutes,HaulDurationSeconds,Distance,WireAngle,WireLength,Netopening,NetopeningArea,FlowEfficiency,NetClogging,FlowmeterType,FlowmeterBrand,FlowIntRevs,FlowIntCalibr,FlowExtRevs,FlowExtCalibr,VolumeFiltInt,ELVolFlag,DepthUpper,DepthLower,DepthBottom,SurTemp,Temp20m,Temp50m,Temp100m,BotTemp,SurSal,Sal20m,BotSal,statrec,Notes,Day/night
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093818,2023NL5400059 ,  ,20235400059,25,4,2023,1,27,51.7635,2.32217,14,54,1092,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,12396,9.42,14907,10.68,4134.095811,f ,0,38,45,9.93,  ,  ,  ,9.94,34.98,  ,34.99,32F2 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093817,2023NL5400060 ,  ,20235400060,25,4,2023,2,58,51.841,2.665,10,36,1309,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,9693,9.42,11408,10.68,3232.638811,f ,0,38,43,9.9,  ,  ,  ,9.91,35,  ,35,32F2 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093816,2023NL5400061 ,  ,20235400061,25,4,2023,4,46,52.16417,2.37967,11,42,1559,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,10466,9.42,12312,10.68,3490.43617,f ,0,46,55,9.71,  ,  ,  ,9.72,34.85,  ,34.87,33F2 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093677,2023NL5400062 ,  ,20235400062,25,4,2023,6,9,52.2595,2.76467,10,12,1281,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,8952,9.42,10397,10.68,2985.513529,f ,0,44,50,9.71,  ,  ,  ,9.72,34.95,  ,34.96,33F2 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093678,2023NL5400063 ,  ,20235400063,25,4,2023,7,40,52.2575,3.26233,13,0,1394,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,11818,9.42,13892,10.68,3941.331421,f ,0,28,35,9.53,  ,  ,  ,9.53,34.62,  ,34.64,33F3 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093679,2023NL5400064 ,  ,20235400064,25,4,2023,9,2,52.33683,3.66417,11,12,992,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,9309,9.42,11189,10.68,3104.573887,f ,0,24,29,9.39,  ,  ,  ,9.38,34.39,  ,34.42,33F3 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093680,2023NL5400065 ,  ,20235400065,25,4,2023,10,54,52.66133,3.682,14,6,1103,  ,  ,2,3.141592654,1,  ,EMD ,Valeport ,10791,9.42,  ,10.68,3598.824451,f ,0,24,31,9.36,  ,  ,  ,9.31,34.65,  ,34.67,34F3 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093681,2023NL5400066 ,  ,20235400066,25,4,2023,14,32,53.33633,3.8325,13,6,1114,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,12088,9.42,14237,10.68,4031.37707,f ,0,22,27,9.28,  ,  ,  ,9.26,34.9,  ,34.91,35F3 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093682,2023NL5400067 ,  ,20235400067,25,4,2023,16,37,53.67367,4.14617,12,30,1300,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,9841,9.42,11994,10.68,3281.997167,f ,0,33,40,8.71,  ,  ,  ,9.09,34.41,  ,34.71,36F4 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093683,2023NL5400068 ,  ,20235400068,25,4,2023,20,5,54.33683,4.176,11,30,1168,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,9929,9.42,11696,10.68,3311.345378,f ,0,44,51,7.94,  ,  ,  ,7.92,34.43,  ,34.46,37F4 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093684,2023NL5400069 ,  ,20235400069,25,4,2023,21,57,54.67833,4.35333,11,24,1178,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,9600,9.42,11360,10.68,3201.623087,f ,0,44,50,7.88,  ,  ,  ,7.49,34.39,  ,34.44,38F4 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093685,2023NL5400070 ,  ,20235400070,25,4,2023,22,57,54.67567,4.67533,11,0,1116,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,9061,9.42,10940,10.68,3021.865291,f ,0,42,50,7.7,  ,  ,  ,7.72,34.42,  ,34.43,38F4 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093815,2023NL5400071 ,  ,20235400071,26,4,2023,0,41,54.33983,4.852,17,18,1729,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,15033,9.42,17935,10.68,5013.541653,f ,0,39,46,8.06,  ,  ,  ,8.08,34.36,  ,34.37,37F4 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093687,2023NL5400072 ,  ,20235400072,26,4,2023,1,49,54.34667,5.1825,17,6,1497,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,14159,9.42,17083,10.68,4722.060551,f ,0,39,46,8,  ,  ,  ,8.01,34.39,  ,34.4,37F5 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093688,2023NL5400073 ,  ,20235400073,26,4,2023,3,38,54.6595,5.32667,10,42,977,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,9247,9.42,10887,10.68,3083.896738,f ,0,38,44,8.39,  ,  ,  ,8.03,34.32,  ,34.51,38F5 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093689,2023NL5400074 ,  ,20235400074,26,4,2023,4,42,54.65167,5.63517,11,6,1203,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,9389,9.42,11390,10.68,3131.254079,f ,0,37,44,8.09,  ,  ,  ,7.93,34.37,  ,34.48,38F5 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093690,2023NL5400075 ,  ,20235400075,26,4,2023,6,19,54.31483,5.68583,15,6,1511,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,11921,9.42,14447,10.68,3975.682169,f ,0,34,40,8.3,  ,  ,  ,8.15,34.17,  ,34.37,37F5 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093814,2023NL5400076 ,  ,20235400076,26,4,2023,8,20,54.3485,6.24317,14,54,1328,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,12278,9.42,14874,10.68,4094.742527,f ,0,33,40,8.04,  ,  ,  ,8.01,33.94,  ,33.96,37F6 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093692,2023NL5400077 ,  ,20235400077,26,4,2023,10,11,54.669,6.3285,13,42,1115,  ,  ,2,3.141592654,1,  ,EMD ,Valeport ,10108,9.42,  ,10.68,3371.042309,f ,0,35,42,8.07,  ,  ,  ,8.02,34.5,  ,34.52,38F6 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093693,2023NL5400078 ,  ,20235400078,26,4,2023,11,19,54.67767,6.65933,13,42,1070,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,10801,9.42,13163,10.68,3602.159475,f ,0,33,41,8.39,  ,  ,  ,8.19,33.07,  ,34.55,38F6 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093694,2023NL5400079 ,  ,20235400079,26,4,2023,13,3,54.34667,6.8375,14,12,1388,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,12069,9.42,14365,10.68,4025.040525,f ,0,33,40,8.17,  ,  ,  ,8.08,34.39,  ,34.4,37F6 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093695,2023NL5400080 ,  ,20235400080,26,4,2023,14,5,54.3495,7.1545,14,54,1371,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,11923,9.42,14544,10.68,3976.349173,f ,0,36,42,8.1,  ,  ,  ,8.06,34.12,  ,34.29,37F7 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093696,2023NL5400081 ,  ,20235400081,26,4,2023,16,3,54.74667,7.1285,13,42,1455,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,11305,9.42,13602,10.68,3770.244687,f ,0,25,30,8.72,  ,  ,  ,7.98,31.68,  ,34.2,38F7 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093697,2023NL5400082 ,  ,20235400082,26,4,2023,18,8,55.18317,7.12967,11,12,1182,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,8877,9.42,10873,10.68,2960.500848,f ,0,19,23,8.6,  ,  ,  ,7.61,32.9,  ,34.22,39F7 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093698,2023NL5400083 ,  ,20235400083,26,4,2023,19,51,55.23667,6.7405,14,48,1220,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,10897,9.42,13409,10.68,3634.175706,f ,0,35,41,8.35,  ,  ,  ,7.86,34.06,  ,34.49,39F6 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093699,2023NL5400084 ,  ,20235400084,26,4,2023,21,18,55.242,6.26583,10,48,930,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,7686,9.42,9479,10.68,2563.299484,f ,0,41,48,7.83,  ,  ,  ,7.85,34.29,  ,34.5,39F6 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093700,2023NL5400085 ,  ,20235400085,26,4,2023,22,48,55.24783,5.74917,10,54,820,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,7801,9.42,9742,10.68,2601.652261,f ,0,41,48,7.87,  ,  ,  ,7.21,34.46,  ,34.52,39F5 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093701,2023NL5400086 ,  ,20235400086,27,4,2023,0,16,55.25183,5.239,16,24,1302,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,13141,9.42,16016,10.68,4382.555103,f ,0,35,42,7.76,  ,  ,  ,7.77,34.4,  ,34.47,39F5 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093702,2023NL5400087 ,  ,20235400087,27,4,2023,2,3,55.5845,5.24533,10,54,986,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,9151,9.42,10965,10.68,3051.880507,f ,0,41,49,7.8,  ,  ,  ,7.2,34.67,  ,34.88,40F5 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093703,2023NL5400088 ,  ,20235400088,27,4,2023,3,36,55.74717,5.73083,12,24,1228,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,10712,9.42,12629,10.68,3572.477761,f ,0,45,52,7.73,  ,  ,  ,6.89,34.52,  ,34.67,40F5 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093704,2023NL5400089 ,  ,20235400089,27,4,2023,5,6,55.751,6.235,10,30,1054,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,8819,9.42,10331,10.68,2941.157709,f ,0,40,47,8.22,  ,  ,  ,7.44,34.04,  ,34.45,40F6 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093705,2023NL5400090 ,  ,20235400090,27,4,2023,6,35,55.75633,6.76167,15,36,1430,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,13407,9.42,15860,10.68,4471.266742,f ,0,31,37,7.68,  ,  ,  ,7.35,34.13,  ,34.51,40F6 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093706,2023NL5400091 ,  ,20235400091,27,4,2023,8,5,55.73983,7.27283,10,54,1010,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,9284,9.42,10978,10.68,3096.236327,f ,0,23,29,8.08,  ,  ,  ,7.76,33.12,  ,33.58,40F7 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093707,2023NL5400092 ,  ,20235400092,27,4,2023,8,48,55.6335,7.36867,12,54,1182,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,11050,9.42,13174,10.68,3685.201574,f ,0,15,22,8.1,  ,  ,  ,7.51,32.68,  ,33.85,40F7 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093708,2023NL5400093 ,  ,20235400093,27,4,2023,10,52,55.24117,7.74767,12,30,1344,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,10372,9.42,12292,10.68,3459.086943,f ,0,16,22,8.27,  ,  ,  ,7.67,31.92,  ,32.99,39F7 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093709,2023NL5400094 ,  ,20235400094,27,4,2023,13,12,54.73133,7.55733,11,12,1105,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,8840,9.42,10575,10.68,2948.161259,f ,0,17,24,8.14,  ,  ,  ,7.57,31.14,  ,33.03,38F7 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093710,2023NL5400095 ,  ,20235400095,27,4,2023,15,26,54.2455,7.6345,18,0,1674,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,15377,9.42,18304,10.68,5128.26648,f ,0,35,42,8.28,  ,  ,  ,8.06,32,  ,33.86,37F7 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093711,2023NL5400096 ,  ,20235400096,27,4,2023,18,19,53.82717,7.21833,11,42,1372,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,9448,9.42,11402,10.68,3150.930721,f ,0,16,22,8.75,  ,  ,  ,8.73,31.99,  ,32.07,36F7 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093712,2023NL5400097 ,  ,20235400097,27,4,2023,19,41,53.7575,6.73033,12,30,1497,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,9509,9.42,11654,10.68,3171.274368,f ,0,15,22,9.32,  ,  ,  ,9.22,31.08,  ,31.49,36F6 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093713,2023NL5400098 ,  ,20235400098,27,4,2023,21,27,53.75583,6.21717,10,42,1047,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,8661,9.42,10404,10.68,2888.464329,f ,0,21,27,8.89,  ,  ,  ,8.82,32.15,  ,32.49,36F6 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093714,2023NL5400099 ,  ,20235400099,27,4,2023,22,51,53.7515,5.75033,11,6,865,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,8935,9.42,10798,10.68,2979.843988,f ,0,22,29,8.94,  ,  ,  ,8.96,32.99,  ,33.01,36F5 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093715,2023NL5400100 ,  ,20235400100,28,4,2023,0,18,53.744,5.255,11,12,908,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,9069,9.42,11068,10.68,3024.53331,f ,0,25,32,9.05,  ,  ,  ,8.88,33.54,  ,33.9,36F5 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093716,2023NL5400101 ,  ,20235400101,28,4,2023,1,43,53.67433,4.84183,11,54,1028,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,9116,9.42,10876,10.68,3040.207923,f ,0,26,33,9.15,  ,  ,  ,9.15,34.33,  ,34.35,36F4 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093717,2023NL5400102 ,  ,20235400102,28,4,2023,3,35,53.336,4.5625,13,30,1652,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,12272,9.42,14321,10.68,4092.741513,f ,0,22,26,9.23,  ,  ,  ,9.27,33.33,  ,33.63,35F4 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093718,2023NL5400103 ,  ,20235400103,28,4,2023,4,43,53.15617,4.35183,11,54,1113,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,9554,9.42,11529,10.68,3186.281976,f ,0,25,33,9.2,  ,  ,  ,9.22,34.13,  ,34.14,35F4 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093719,2023NL5400104 ,  ,20235400104,28,4,2023,6,51,52.7985,4.25117,13,36,1129,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,11860,9.42,14005,10.68,3955.338522,f ,0,21,28,9.39,  ,  ,  ,9.45,33.47,  ,34.17,34F4 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093720,2023NL5400105 ,  ,20235400105,28,4,2023,10,5,52.23883,4.26033,10,24,709,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,7323,9.42,9065,10.68,2442.238111,f ,0,13,20,9.7,  ,  ,  ,9.66,30.03,  ,30.78,33F4 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093721,2023NL5400106 ,  ,20235400106,1,5,2023,12,55,52.75733,3.25533,12,24,1335,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,9215,9.42,11291,10.68,3073.224661,f ,0,27,31,9.65,  ,  ,  ,9.6,34.7,  ,34.63,34F3 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093722,2023NL5400107 ,  ,20235400107,1,5,2023,14,17,52.83483,2.81917,12,54,1064,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,10014,9.42,12652,10.68,3339.693083,f ,0,30,36,9.43,  ,  ,  ,9.27,34.53,  ,34.5,34F2 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093723,2023NL5400108 ,  ,20235400108,1,5,2023,15,51,52.8435,2.35217,11,24,1055,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,9389,9.42,11324,10.68,3131.254079,f ,0,40,47,9.22,  ,  ,  ,9.1,34.29,  ,34.32,34F2 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093724,2023NL5400109 ,  ,20235400109,1,5,2023,18,1,53.16183,2.869,14,42,1402,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,11556,9.42,14079,10.68,3853.953791,f ,0,28,33,8.94,  ,  ,  ,8.87,34.23,  ,34.23,35F2 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093725,2023NL5400110 ,  ,20235400110,1,5,2023,19,23,53.25867,3.255,13,6,852,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,10152,9.42,12418,10.68,3385.716414,f ,0,20,27,9.45,  ,  ,  ,9.28,34.44,  ,34.47,35F3 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093726,2023NL5400111 ,  ,20235400111,1,5,2023,22,13,53.769,3.713,14,6,997,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,10934,9.42,13462,10.68,3646.515295,f ,0,30,37,9.26,  ,  ,  ,8.77,34.47,  ,34.47,36F3 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093727,2023NL5400112 ,  ,20235400112,1,5,2023,23,29,53.84817,3.31617,16,18,1825,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,13084,9.42,15975,10.68,4363.545466,f ,0,34,42,8.95,  ,  ,  ,8.72,34.35,  ,34.37,36F3 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093728,2023NL5400113 ,  ,20235400113,2,5,2023,1,10,54.173,3.3355,17,6,1596,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,12822,9.42,15974,10.68,4276.167835,f ,0,35,41,8.81,  ,  ,  ,8.42,34.43,  ,34.45,37F3 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10093729,2023NL5400114 ,  ,20235400114,2,5,2023,2,33,54.25783,3.7515,10,54,1150,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,9389,9.42,11375,10.68,3131.254079,f ,0,38,44,8.41,  ,  ,  ,8.13,34.47,  ,34.47,37F3 , ,n
EH,MIK,NO,1351,2023,,58J1,MRN2,,1600,WovFab,500,598,2023NO_598,,,2,5,2023,19,40,55.31707333,7.65573,15,13,1326.032,,,,3.1416,,,MCR,Hydrobios,5100,3.35768126,,,,f,,17,24.28,,,,,,,,,,,d
EH,MIK,NO,1351,2023,,58J1,MRN2,,1600,WovFab,500,596,2023NO_596,,,2,5,2023,21,11,55.316,7.331,12,11,1137.128,,,,3.1416,,,MCR,Hydrobios,3870,3.35768126,,,,f,,24,25.68,,,,,,,,,,,n
EH,MIK,NO,1351,2023,,58J1,MRN2,,1600,WovFab,500,594,2023NO_594,,,3,5,2023,23,2,55.319,7.014,13,21,1157.5,,,,3.1416,,,MCR,Hydrobios,3264,3.35768126,,,,f,,26,29.98,,,,,,,,,,,n
EH,MIK,NO,1351,2023,,58J1,MRN2,,1600,WovFab,500,605,2023NO_605,,,3,5,2023,19,41,56.166,7.564,10,44,938.964,,,,3.1416,,,MCR,Hydrobios,3284,3.35768126,,,,f,,26,29,,,,,,,,,,,d
EH,MIK,NO,1351,2023,,58J1,MRN2,,1600,WovFab,500,603,2023NO_603,,,3,5,2023,20,51,56.166,7.266,11,37,1063.048,,,,3.1416,,,MCR,Hydrobios,2972,3.35768126,,,,f,,26,29.21,,,,,,,,,,,d
EH,MIK,NO,1351,2023,,58J1,MRN2,,1600,WovFab,500,602,2023NO_602,,,3,5,2023,21,38,56.169,7.086,10,33,963.04,,,,3.1416,,,MCR,Hydrobios,3268,3.35768126,,,,f,,28,34,,,,,,,,,,,n
EH,MIK,NO,1351,2023,,58J1,MRN2,,1600,WovFab,500,593,2023NO_593,,,4,5,2023,0,31,56.64,7.034,12,19,1183.428,,,,3.1416,,,MCR,Hydrobios,3614,3.35768126,,,,f,,36,38.35,,,,,,,,,,,n
EH,MIK,NO,1351,2023,,58J1,MRN2,,1600,WovFab,500,592,2023NO_592,,,4,5,2023,1,15,56.648,7.19,14,2,1353.812,,,,3.1416,,,MCR,Hydrobios,4096,3.35768126,,,,f,,34,37.87,,,,,,,,,,,n
EH,MIK,NO,1351,2023,,58J1,MRN2,,1600,WovFab,500,590,2023NO_590,,,4,5,2023,2,34,56.652,7.545,13,18,1244.544,,,,3.1416,,,MCR,Hydrobios,4230,3.35768126,,,,f,,31,32.07,,,,,,,,,,,n
